,id,description,universe,keyword,unkeyed,edition_type,edition
902,B20017G,Median Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 16 Years and Over With Earnings in the Past 12 Months (Two or More Races),Two or more races population 16 years and over with earnings in the past 12 months,individual earnings,population in past earnings year 2022 by with the sex races) (two median 16 (in and dollars) 12 experience for work month inflation-adjusted more or over,acs5,2024-10-01
903,B20017H,"Median Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 16 Years and Over With Earnings in the Past 12 Months (White Alone, Not Hispanic or Latino)","White alone, not Hispanic or Latino population 16 years and over with earnings in the past 12 months",individual earnings,"population in (white past earnings year 2022 by with the sex median 16 (in and dollars) 12 experience not for work month alone, inflation-adjusted or latino) over hispanic",acs5,2024-10-01
904,B20017I,Median Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 16 Years and Over With Earnings (Hispanic or Latino),Hispanic or Latino population 16 years and over with earnings in the past 12 months,individual earnings,population in past earnings year 2022 by with the sex median 16 (in and (hispanic dollars) 12 experience for work month inflation-adjusted or latino) over,acs5,2024-10-01
905,B24080,Sex by Class of Worker for the Civilian Employed Population 16 Years and Over,Civilian employed population 16 years and over,occupation,employed population the civilian 16 class and year of for over by sex worker,acs5,2024-10-01
906,B24081,Class of Worker by Median Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Civilian Employed Population 16 Years and Over,Civilian employed population 16 years and over with earnings,occupation,employed population in civilian past earnings year by 2022 the class of median 16 (in and dollars) 12 for month inflation-adjusted over worker,acs5,2024-10-01
907,B24082,Sex by Class of Worker and Median Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Civilian Employed Population 16 Years and Over,Civilian employed population 16 years and over with earnings,occupation,employed population in civilian past earnings year by 2022 the class of sex median 16 (in and dollars) 12 for month inflation-adjusted over worker,acs5,2024-10-01
908,B07008PR,Geographical Mobility in the Past Year by Marital Status for Current Residence in Puerto Rico,Population 15 years and over in Puerto Rico,geographical mobility,current in the marital residence mobility geographical past year status puerto for by rico,acs5,2024-10-01
909,B10051B,Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent (Black or African American Alone),Grandparents (Black or African American alone) living with own grandchildren under 18 years,grandparents,(black american year age by 18 with responsibility of under and for grandparent living or african alone) grandchild own,acs5,2024-10-01
910,B10051A,Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent (White Alone),Grandparents (White alone) living with own grandchildren under 18 years,grandparents,(white and year of own age under for alone) grandchild 18 with by grandparent responsibility living,acs5,2024-10-01
911,B10051F,Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent (Some Other Race Alone),Grandparents (Some other race alone) living with own grandchildren under 18 years,grandparents,(some and year of own age race under for other grandchild 18 with by alone) grandparent responsibility living,acs5,2024-10-01
912,B10051E,Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent (Native Hawaiian and Other Pacific Islander Alone),Grandparents (Native Hawaiian and Other Pacific Islander alone) living with own grandchildren under 18 years,grandparents,year age other by 18 with (native responsibility of under islander and hawaiian pacific for grandparent living alone) grandchild own,acs5,2024-10-01
913,B05003I,Sex by Age by Nativity and Citizenship Status (Hispanic or Latino),People who are Hispanic or Latino,foreign born,or latino) status and (hispanic age nativity citizenship by sex,acs5,2024-10-01
914,B10051D,Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent (Asian Alone),Grandparents (Asian alone) living with own grandchildren under 18 years,grandparents,and year of own (asian age under for alone) grandchild 18 with by grandparent responsibility living,acs5,2024-10-01
915,B10051C,Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent (American Indian and Alaska Native Alone),Grandparents (American Indian and Alaska Native alone) living with own grandchildren under 18 years,grandparents,year age by 18 with responsibility alaska of under indian (american and for native grandparent living alone) grandchild own,acs5,2024-10-01
916,B04006,People Reporting Ancestry,Total population,ancestry,reporting ancestry people,acs5,2024-10-01
917,B10051I,Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent (Hispanic or Latino),Grandparents (Hispanic or Latino) living with own grandchildren under 18 years,grandparents,or latino) and year of own (hispanic age under for grandchild 18 with by grandparent responsibility living,acs5,2024-10-01
918,B04007,Ancestry,Total population,ancestry,ancestry,acs5,2024-10-01
919,B10051H,"Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent (White Alone, Not Hispanic or Latino)","Grandparents (White alone, not Hispanic or Latino) living with own grandchildren under 18 years",grandparents,"(white year age by 18 with responsibility of under and not for grandparent alone, living or latino) grandchild hispanic own",acs5,2024-10-01
920,B08604,Worker Population for Workplace Geography,Workers 16 years and over,work,population workplace for geography worker,acs5,2024-10-01
921,B10051G,Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent (Two or More Races),Grandparents (Two or more races) living with own grandchildren under 18 years,grandparents,races) more or and year of own age under for (two grandchild 18 with by grandparent responsibility living,acs5,2024-10-01
922,B08602,Time Arriving at Work for Workplace Geography,Workers 16 years and over who did not work from home,work,arriving time workplace for work geography at,acs5,2024-10-01
923,B08603,Travel Time to Work for Workplace Geography,Workers 16 years and over who did not work from home,work,time travel workplace for work geography to,acs5,2024-10-01
924,B04004,People Reporting Single Ancestry,People reporting single ancestry,ancestry,reporting single ancestry people,acs5,2024-10-01
925,B08601,Means of Transportation to Work for Workplace Geography,Workers 16 years and over,work,mean of transportation workplace for work geography to,acs5,2024-10-01
926,B04005,People Reporting Multiple Ancestry,People reporting multiple ancestries,ancestry,reporting ancestry multiple people,acs5,2024-10-01
927,B06004APR,Place of Birth (White Alone) in Puerto Rico,White alone population in Puerto Rico,place of birth,rico in (white place of puerto alone) birth,acs5,2024-10-01
928,B06004C,Place of Birth (American Indian and Alaska Native Alone) in the United States,American Indian and Alaska Native alone population in the United States,place of birth,alaska in the (american and place of alone) state indian united native birth,acs5,2024-10-01
929,B10063,Households With Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Presence of Parent of Grandchildren,Households,grandparents,household and year of own parent under for grandchild 18 with by grandparent responsibility living presence,acs5,2024-10-01
930,B06004B,Place of Birth (Black or African American Alone) in the United States,Black or African American alone population in the United States,place of birth,in the or (black american place of african alone) state united birth,acs5,2024-10-01
931,B06004A,Place of Birth (White Alone) in the United States,White alone population in the United States,place of birth,in the (white place of alone) state united birth,acs5,2024-10-01
932,B12002,Sex by Marital Status by Age for the Population 15 Years and Over,Population 15 years and over,marital status,population marital the 15 status and year age for over by sex,acs5,2024-10-01
933,B12001,Sex by Marital Status for the Population 15 Years and Over,Population 15 years and over,marital status,population marital the 15 status and year for over by sex,acs5,2024-10-01
934,B06004G,Place of Birth (Two or More Races) in the United States,Two or more races population in the United States,place of birth,in the more or place of state united races) (two birth,acs5,2024-10-01
935,B06004F,Place of Birth (Some Other Race Alone) in the United States,Some other race alone population in the United States,place of birth,in the place of race other alone) state (some united birth,acs5,2024-10-01
936,B06004E,Place of Birth (Native Hawaiian and Other Pacific Islander Alone) in the United States,Native Hawaiian and other Pacific Islander alone population in the United States,place of birth,in the hawaiian place of and pacific other alone) islander state united (native birth,acs5,2024-10-01
937,B06004D,Place of Birth (Asian Alone) in the United States,Asian alone population in the United States,place of birth,in the place of (asian alone) state united birth,acs5,2024-10-01
938,B06004I,Place of Birth (Hispanic or Latino) in the United States,Hispanic or Latino population in the United States,place of birth,in the or latino) place (hispanic of state united birth,acs5,2024-10-01
939,B06004H,"Place of Birth (White Alone, Not Hispanic or Latino) in the United States","White alone, not Hispanic or Latino population in the United States",place of birth,"in the (white or latino) state place of not hispanic united alone, birth",acs5,2024-10-01
940,B07404IPR,Geographical Mobility in the Past Year (Hispanic or Latino) for Residence 1 Year Ago in Puerto Rico,Hispanic or Latino population 1 year and over,geographical mobility,in the or latino) mobility geographical past year (hispanic residence 1 ago puerto for rico,acs5,2024-10-01
941,B12006,Marital Status by Sex by Labor Force Participation,Population 16 years and over,marital status,force marital status participation by labor sex,acs5,2024-10-01
942,B12007,Median Age at First Marriage,Population 15 to 54 years,marital status,median age marriage at first,acs5,2024-10-01
943,B10050,Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren by Length of Time Responsible for Own Grandchildren for the Population 30 Years and Over,Population 30 years and over,grandparents,population responsible year by 18 with responsibility the length of under 30 and time for grandparent living over grandchild own,acs5,2024-10-01
944,B10051,Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren by Presence of Parent of Grandchildren and Age of Grandparent,Grandparents living with own grandchildren under 18 years in households,grandparents,and year of own parent age under for grandchild 18 with by grandparent responsibility living presence,acs5,2024-10-01
945,B10052,Disability Status of Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent,Civilian grandparents living with own grandchildren under 18 years,grandparents,status and year of own age under for grandchild 18 with by disability grandparent responsibility living,acs5,2024-10-01
946,B10053,Nativity by Grandparents Responsible for Own Grandchildren Under 18 Years by Age of Grandparent,Grandparents living with own grandchildren under 18 years,grandparents,responsible year of 18 nativity age under for by grandchild grandparent own,acs5,2024-10-01
947,B10054,Language and Ability to Speak English of Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent,Grandparents living with own grandchildren under 18 years,grandparents,year language age by 18 with responsibility of under and speak for ability grandparent living to english grandchild own,acs5,2024-10-01
948,B10056,Sex of Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent,Grandparents living with own grandchildren under 18 years,grandparents,and year of own age under for sex grandchild 18 with by grandparent responsibility living,acs5,2024-10-01
949,B10057,Marital Status by Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent,Grandparents living with own grandchildren under 18 years,grandparents,marital status and year of own 18 age under for by grandchild with grandparent responsibility living,acs5,2024-10-01
950,B10058,Employment Status of Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent,Grandparents living with own grandchildren under 18 years,grandparents,status and year of own age employment under for grandchild 18 with by grandparent responsibility living,acs5,2024-10-01
951,B10059,Poverty Status in the Past 12 Months of Grandparents Living With Own Grandchildren Under 18 Years by Responsibility for Own Grandchildren and Age of Grandparent,Grandparents living with own grandchildren under 18 years for whom poverty status is determined,grandparents,in past year age by 18 with responsibility the status of under and 12 for month grandparent living grandchild poverty own,acs5,2024-10-01
952,C27007,Medicaid/Means&#8211;Tested Public Coverage by Sex by Age,Civilian noninstitutionalized population,health insurance,age public by sex medicaid/means-tested coverage,acs5,2024-10-01
953,C27006,Medicare Coverage by Sex by Age,Civilian noninstitutionalized population,health insurance,medicare age by sex coverage,acs5,2024-10-01
954,C27005,Direct&#8211;Purchase Health Insurance by Sex by Age,Civilian noninstitutionalized population,health insurance,insurance direct-purchase health age by sex,acs5,2024-10-01
955,C27004,Employer&#8211;Based Health Insurance by Sex by Age,Civilian noninstitutionalized population,health insurance,insurance health employer-based age by sex,acs5,2024-10-01
956,C27009,VA Health Care by Sex by Age,Civilian noninstitutionalized population,health insurance,health age by care sex va,acs5,2024-10-01
957,C27008,TRICARE/Military Health Coverage by Sex by Age,Civilian noninstitutionalized population,health insurance,tricare/military health age by sex coverage,acs5,2024-10-01
958,C15010,Field of Bachelor's Degree for First Major for the Population 25 Years and Over,Population 25 years and over with a Bachelor's degree or higher attainment,educational attainment,major population the and year of degree field bachelor's for over 25 first,acs5,2024-10-01
959,B07410PR,Geographical Mobility in the Past Year by Individual Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for Residence 1 Year Ago in Puerto Rico,Population 15 years and over,geographical mobility,in residence past year 1 by 2022 the ago rico (in mobility geographical dollars) 12 for month individual inflation-adjusted puerto income,acs5,2024-10-01
960,B19082,Shares of Aggregate Household Income by Quintile,Households,household income,aggregate quintile household of by income share,acs5,2024-10-01
961,B19083,Gini Index of Income Inequality,Households,household income,inequality gini of index income,acs5,2024-10-01
962,B22010,Receipt of Food Stamps/SNAP in the Past 12 Months by Disability Status for Households,Households,food stamps,in the household past status of stamps/snap food 12 for by receipt disability month,acs5,2024-10-01
963,C27021,Health Insurance Coverage Status by Living Arrangement,Civilian noninstitutionalized population,health insurance,insurance status health by arrangement coverage living,acs5,2024-10-01
964,B26205,Group Quarters Type (5 Types) by School Enrollment,Population 3 years and over enrolled in school,group quarters,enrollment group (5 types) type quarter by school,acs5,2024-10-01
965,B25116,Tenure by Household Size by Age of Householder,Occupied housing units,housing,household householder of size age tenure by,acs5,2024-10-01
966,B26204,Group Quarters Type (5 Types) by Marital Status,Population 15 years and over,group quarters,marital status group (5 types) type quarter by,acs5,2024-10-01
967,B25115,Tenure by Household Type and Presence and Age of Own Children,Occupied housing units,housing,household child and of age type tenure by own presence,acs5,2024-10-01
968,B26207,Group Quarters Type (5 Types) by Veteran Status,Civilian population 18 years and over,group quarters,status veteran group (5 types) type quarter by,acs5,2024-10-01
969,B25118,Tenure by Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars),Occupied housing units,housing,in household the inflation-adjusted (in past dollars) 12 tenure by 2022 month income,acs5,2024-10-01
970,B26206,Group Quarters Type (5 Types) by Educational Attainment,Population 25 years and over,group quarters,educational attainment group (5 types) type quarter by,acs5,2024-10-01
971,B25117,Tenure by House Heating Fuel,Occupied housing units,housing,fuel heating tenure by house,acs5,2024-10-01
972,B26209,Group Quarters Type (5 Types) by Geographical Mobility in the Past Year for Current Residence in the United States,Population 1 year and over in the United States,group quarters,current in the residence mobility geographical past year state group (5 types) type quarter by for united,acs5,2024-10-01
973,B26208,Group Quarters Type (5 Types) by Age by Disability Status,Total population,group quarters,status age group (5 types) type quarter by disability,acs5,2024-10-01
974,B25119,Median Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Tenure,Occupied housing units,housing,in the household median inflation-adjusted (in past dollars) 12 tenure 2022 by month income,acs5,2024-10-01
975,B25110,Aggregate Value (Dollars) by Year Householder Moved Into Unit,Owner-occupied housing units,housing,aggregate moved into householder year (dollars) by value unit,acs5,2024-10-01
976,B05003B,Sex by Age by Nativity and Citizenship Status (Black or African American Alone),People who are Black or African American alone,foreign born,or (black status and american african age nativity citizenship alone) by sex,acs5,2024-10-01
977,B24021,"Occupation by Median Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Full&#8211;Time, Year&#8211;Round Civilian Employed Population 16 Years and Over","Full-time, year-round civilian employed population 16 years and over with earnings",occupation,"employed population in civilian full-time, occupation past earnings year year-round by 2022 the median 16 (in and dollars) 12 for month inflation-adjusted over",acs5,2024-10-01
978,B24022,"Sex by Occupation and Median Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Full&#8211;Time, Year&#8211;Round Civilian Employed Population 16 Years and Over","Full-time, year-round civilian employed population 16 years and over with earnings",occupation,"employed population in civilian full-time, occupation past earnings year year-round by 2022 the sex median 16 (in and dollars) 12 for month inflation-adjusted over",acs5,2024-10-01
979,B26201,Group Quarters Type (5 Types) by Sex by Age,Total population,group quarters,age group (5 types) type quarter by sex,acs5,2024-10-01
980,B25112,Aggregate Gross Rent (Dollars) by Year Structure Built,Renter-occupied housing units,housing,aggregate structure rent (dollars) year by built gross,acs5,2024-10-01
981,B25111,Median Gross Rent by Year Structure Built,Renter-occupied housing units paying cash rent,housing,median structure rent year by built gross,acs5,2024-10-01
982,B26203,Group Quarters Type (5 Types),Total population,group quarters,group (5 types) type quarter,acs5,2024-10-01
983,B25114,Aggregate Gross Rent (Dollars) by Year Householder Moved Into Unit,Renter-occupied housing units,housing,aggregate moved into householder rent (dollars) year by gross unit,acs5,2024-10-01
984,B26202,Median Age by Group Quarters Type (5 Types),Total population,group quarters,median age group type (5 types) quarter by,acs5,2024-10-01
985,B25113,Median Gross Rent by Year Householder Moved Into Unit,Renter-occupied housing units paying cash rent,housing,moved median into householder rent year by gross unit,acs5,2024-10-01
986,C27018,Public Health Insurance by Ratio of Income to Poverty Level in the Past 12 Months by Age,Civilian noninstitutionalized population for whom poverty status is determined,health insurance,insurance in the level past health of 12 public ratio age by month income poverty to,acs5,2024-10-01
987,C27017,Private Health Insurance by Ratio of Income to Poverty Level in the Past 12 Months by Age,Civilian noninstitutionalized population for whom poverty status is determined,health insurance,insurance in the level past health of 12 age ratio private by month income poverty to,acs5,2024-10-01
988,C27016,Health Insurance Coverage Status by Ratio of Income to Poverty Level in the Past 12 Months by Age,Civilian noninstitutionalized population for whom poverty status is determined,health insurance,insurance in the level status health past of 12 age ratio by month income poverty coverage to,acs5,2024-10-01
989,C27014,Public Health Insurance by Work Experience,Civilian noninstitutionalized population 19 to 64 years,health insurance,insurance health public experience work by,acs5,2024-10-01
990,C27013,Private Health Insurance by Work Experience,Civilian noninstitutionalized population 19 to 64 years,health insurance,insurance health experience private work by,acs5,2024-10-01
991,C27012,Health Insurance Coverage Status and Type by Work Experience,Civilian noninstitutionalized population 19 to 64 years,health insurance,insurance status health and type experience work by coverage,acs5,2024-10-01
992,B25105,Median Monthly Housing Costs (Dollars),Occupied housing units with monthly housing costs,housing,housing median (dollars) monthly cost,acs5,2024-10-01
993,B25107,Median Value by Year Structure Built,Owner-occupied housing units,housing,median structure year by built value,acs5,2024-10-01
994,B25106,Tenure by Housing Costs as a Percentage of Household Income in the Past 12 Months,Occupied housing units,housing,housing household in the past of percentage cost 12 tenure by month income a,acs5,2024-10-01
995,B25109,Median Value by Year Householder Moved Into Unit,Owner-occupied housing units,housing,moved median into householder year by value unit,acs5,2024-10-01
996,B25108,Aggregate Value (Dollars) by Year Structure Built,Owner-occupied housing units,housing,aggregate structure year (dollars) by built value,acs5,2024-10-01
997,B02009,Black or African American Alone or in Combination With One or More Other Races,Black or African American alone or in combination with one or more other races,race,alone in black more or american african race other with combination one,acs5,2024-10-01
998,B02008,White Alone or in Combination With One or More Other Races,White alone or in combination with one or more other races,race,white in alone more or race other with combination one,acs5,2024-10-01
999,B24011,Occupation by Median Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Civilian Employed Population 16 Years and Over,Civilian employed population 16 years and over with earnings,occupation,employed population in civilian occupation past earnings year by 2022 the median 16 (in and dollars) 12 for month inflation-adjusted over,acs5,2024-10-01
1000,B25101,Mortgage Status by Monthly Housing Costs as a Percentage of Household Income in the Past 12 Months,Owner-occupied housing units,housing,housing household in the status past of monthly percentage cost 12 by month income a mortgage,acs5,2024-10-01
1001,B08134,Means of Transportation to Work by Travel Time to Work,Workers 16 years and over who did not work from home,work,mean of time travel transportation work by to,acs5,2024-10-01
1002,B24012,Sex by Occupation and Median Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Civilian Employed Population 16 Years and Over,Civilian employed population 16 years and over with earnings,occupation,employed population in civilian occupation past earnings year by 2022 the sex median 16 (in and dollars) 12 for month inflation-adjusted over,acs5,2024-10-01
1003,B25100,Mortgage Status by Ratio of Value to Household Income in the Past 12 Months,Owner-occupied housing units,housing,household in the status past of 12 ratio by month income value mortgage to,acs5,2024-10-01
1004,B25103,Mortgage Status by Median Real Estate Taxes Paid (Dollars),Owner-occupied housing units,housing,median paid status mortgage (dollars) estate by tax real,acs5,2024-10-01
1005,B25102,Mortgage Status by Real Estate Taxes Paid,Owner-occupied housing units,housing,paid status mortgage estate by tax real,acs5,2024-10-01
1006,C17002,Ratio of Income to Poverty Level in the Past 12 Months,Population for whom poverty status is determined,poverty status,in the level past of 12 ratio month income poverty to,acs5,2024-10-01
1007,B05003A,Sex by Age by Nativity and Citizenship Status (White Alone),People who are White alone,foreign born,(white status and age nativity citizenship alone) by sex,acs5,2024-10-01
1008,B05003C,Sex by Age by Nativity and Citizenship Status (American Indian and Alaska Native Alone),People who are American Indian and Alaska Native alone,foreign born,native alaska (american status and age nativity citizenship alone) by indian sex,acs5,2024-10-01
1009,B05003H,"Sex by Age by Nativity and Citizenship Status (White Alone, Not Hispanic or Latino)","White alone, not Hispanic or Latino population",foreign born,"(white or latino) status and age nativity citizenship not by hispanic sex alone,",acs5,2024-10-01
1010,B05003E,Sex by Age by Nativity and Citizenship Status (Native Hawaiian and Other Pacific Islander Alone),People who are Native Hawaiian and Other Pacific Islander alone,foreign born,status and hawaiian age nativity citizenship other pacific by islander alone) sex (native,acs5,2024-10-01
1011,B05003D,Sex by Age by Nativity and Citizenship Status (Asian Alone),People who are Asian alone,foreign born,status and (asian age nativity citizenship alone) by sex,acs5,2024-10-01
1012,B05003G,Sex by Age by Nativity and Citizenship Status (Two or More Races),People who are Two or More Races,foreign born,races) more or status and age nativity citizenship by sex (two,acs5,2024-10-01
1013,B05003F,Sex by Age by Nativity and Citizenship Status (Some Other Race Alone),People who are Some Other Race alone,foreign born,status and age nativity race citizenship other alone) by (some sex,acs5,2024-10-01
1014,B19037,Age of Householder by Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars),Households,household income,household in the inflation-adjusted (in householder past of dollars) age 12 by 2022 month income,acs5,2024-10-01
1015,B06004EPR,Place of Birth (Native Hawaiian and Other Pacific Islander Alone) in Puerto Rico,Native Hawaiian and other Pacific Islander alone population in Puerto Rico,place of birth,rico in hawaiian place of and puerto pacific other alone) islander (native birth,acs5,2024-10-01
1016,B19001I,Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (Hispanic or Latino Householder),Households with a householder who is Hispanic or Latino,household income,in the household inflation-adjusted or (in past (hispanic dollars) 12 latino 2022 householder) month income,acs5,2024-10-01
1017,B99186,Allocation of Self&#8211;Care Difficulty for the Civilian Noninstitutionalized Population 5 Years and Over,Civilian noninstitutionalized population 5 years and over,allocation,difficulty population the civilian and year of 5 self-care for over allocation noninstitutionalized,acs5,2024-10-01
1018,B99185,Allocation of Ambulatory Difficulty for the Civilian Noninstitutionalized Population 5 Years and Over,Civilian noninstitutionalized population 5 years and over,allocation,difficulty population the civilian and year of 5 for over ambulatory allocation noninstitutionalized,acs5,2024-10-01
1019,B19001G,Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (Two or More Races Householder),Households with a householder who is Two or More Races,household income,in the household inflation-adjusted or (in more past dollars) 12 race 2022 householder) month income (two,acs5,2024-10-01
1020,B19025I,Aggregate Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (Hispanic or Latino Householder),Households with a householder who is Hispanic or Latino,household income,aggregate in household the inflation-adjusted or (in past (hispanic dollars) 12 latino 2022 householder) month income,acs5,2024-10-01
1021,B19001H,"Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (White Alone, Not Hispanic or Latino Householder)","Households with a householder who is White alone, not Hispanic or Latino",household income,"in the household inflation-adjusted (white (in or past dollars) 12 latino not 2022 hispanic householder) month income alone,",acs5,2024-10-01
1022,B99187,Age by Allocation of Independent Living Difficulty for the Civilian Noninstitutionalized Population 15 Years and Over,Civilian noninstitutionalized population 15 years and over,allocation,noninstitutionalized difficulty population the civilian 15 and independent of year age for over by allocation living,acs5,2024-10-01
1023,B07404EPR,Geographical Mobility in the Past Year (Native Hawaiian and Other Pacific Islander Alone) for Residence 1 Year Ago in Puerto Rico,Native Hawaiian and Other Pacific Islander alone population 1 year and over,geographical mobility,in residence past year 1 other (native the ago islander rico mobility geographical hawaiian and pacific for puerto alone),acs5,2024-10-01
1024,B08136,Aggregate Travel Time to Work (in Minutes) of Workers by Means of Transportation to Work,Workers 16 years and over who did not work from home,work,aggregate (in minutes) of time mean travel transportation work by worker to,acs5,2024-10-01
1025,B99182,Allocation of Hearing Difficulty for the Civilian Noninstitutionalized Population,Civilian noninstitutionalized population,allocation,difficulty population the civilian of for hearing allocation noninstitutionalized,acs5,2024-10-01
1026,B08137,Means of Transportation to Work by Tenure,Workers 16 years and over in households,work,mean of transportation tenure work by to,acs5,2024-10-01
1027,B99181,Allocation of Disability Items for the Civilian Noninstitutionalized Population,Civilian noninstitutionalized population,allocation,population the civilian item of for allocation disability noninstitutionalized,acs5,2024-10-01
1028,B99184,Allocation of Cognitive Difficulty for the Civilian Noninstitutionalized Population 5 Years and Over,Civilian noninstitutionalized population 5 years and over,allocation,difficulty population the civilian cognitive and year of 5 for over allocation noninstitutionalized,acs5,2024-10-01
1029,B08135,Aggregate Travel Time to Work (in Minutes) of Workers by Travel Time to Work,Workers 16 years and over who did not work from home,work,aggregate (in minutes) of time travel work by worker to,acs5,2024-10-01
1030,B99183,Allocation of Vision Difficulty for the Civilian Noninstitutionalized Population,Civilian noninstitutionalized population,allocation,difficulty population the vision civilian of for allocation noninstitutionalized,acs5,2024-10-01
1031,B08132,Means of Transportation to Work by Time of Departure to Go to Work,Workers 16 years and over who did not work from home,work,mean of time transportation departure work by go to,acs5,2024-10-01
1032,B08133,Aggregate Travel Time to Work (in Minutes) of Workers by Time of Departure to Go to Work,Workers 16 years and over who did not work from home,work,aggregate (in minutes) of time travel departure work by go worker to,acs5,2024-10-01
1033,B08130,Means of Transportation to Work by Place of Work&#8211;&#8211;State and County Level,Workers 16 years and over,work,level and place mean of work--state transportation work by county to,acs5,2024-10-01
1034,B08131,Aggregate Travel Time to Work (in Minutes) of Workers by Place of Work&#8211;&#8211;State and County Level,Workers 16 years and over who did not work from home,work,aggregate level (in minutes) and place of time work--state travel work by county worker to,acs5,2024-10-01
1035,B20017,Median Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) by Sex by Work Experience in the Past 12 Months for the Population 16 Years and Over With Earnings in the Past 12 Months,Population 16 years and over with earnings,individual earnings,population in past earnings year 2022 by with the sex median 16 (in and dollars) 12 experience for work month inflation-adjusted over,acs5,2024-10-01
1036,B20018,"Median Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 16 Years and Over Who Worked Full&#8211;Time, Year&#8211;Round With Earnings in the Past 12 Months","Population 16 years and over who worked full-time, year-round with earnings",individual earnings,"population in full-time, past earnings year year-round 2022 with the median 16 (in and dollars) 12 for month inflation-adjusted worked who over",acs5,2024-10-01
1037,B19025,Aggregate Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars),Households,household income,aggregate in household the inflation-adjusted (in past dollars) 12 2022 month income,acs5,2024-10-01
1038,B21100,Service&#8211;Connected Disability&#8211;Rating Status and Ratings for Civilian Veterans 18 Years and Over,Civilian veterans 18 years and over,veteran status,civilian service-connected status and rating veteran year 18 for over disability-rating,acs5,2024-10-01
1039,B19001A,Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (White Alone Householder),Households with a householder who is White alone,household income,in the household inflation-adjusted (white (in alone past dollars) 12 2022 householder) month income,acs5,2024-10-01
1040,B19025C,Aggregate Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (American Indian and Alaska Native Alone Householder),Households with a householder who is American Indian and Alaska Native alone,household income,aggregate in household past 2022 the alaska indian (in (american and dollars) 12 month native alone inflation-adjusted householder) income,acs5,2024-10-01
1041,B19001B,Household Income in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) (Black or African American Alone Householder),Households with a householder who is Black or African American alone,household income,in the household inflation-adjusted or (in (black past american alone african dollars) 12 2022 householder) month income,acs5,2024-10-01
